restaurantid,restaurantname,cuisinetype,segment,subregion,scale_score,cost_discipline_score,aggregator_dependence,expansion_headroom,revenue_quality_score,total_revenue,total_net_profit,delivery_revenue_mix,instore_reliance,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,kmeans_cluster,hierarchical_cluster,dbscan_cluster,selected_method,selected_cluster,cluster_label_name,cluster_description,gpi_scale_norm,gpi_cost_discipline_norm,gpi_aggregator_penalty_norm,gpi_expansion_headroom_norm,gpi_revenue_quality_norm,gpi_delivery_revenue_mix_norm,gpi_instore_reliance_norm,gpi_score,gpi_band,gpi_rank,strategy_recommendation,recommendation_reason
25009,Lucky Burgers Eatery,Burgers,Cafe,South Auckland,1087.8,0.340011335625314,0.7,0.0125482625482625,0.6847199672480251,46972.24,7600.210000000001,0.7355212355212356,0.36,1.0874708390350083,-0.4421141679607861,1.7509465772648327,0.3296976555697766,2.085998536886459,0.7140451420509113,0.911423178166899,-0.3057537040965311,0.0956782633835622,0.7157656774876894,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.3732917043244871,0.674704162819578,0.5000000000000004,0.8188053558261374,0.6917949093366863,0.1799178001300678,0.7692307692307692,57.1,Moderate Potential,462,Expand Carefully,"Moderate Potential (GPI 57.1) with meaningful headroom suggests cautious, milestone-based expansion."
25107,King Burgers Eatery,Burgers,Ghost Kitchen,CBD,943.47,0.447013535455335,0.7,0.0104931794333683,0.960969964850704,40531.09,9634.07,0.9349422875131164,0.07,-0.9978876679469516,2.539640092310147,1.928852971812329,0.1314030634490285,-1.329715327441346,0.4292740469241634,-0.8845819816007121,-1.9098117408059825,0.9643209085712706,-0.2708813396805934,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.2678826719250678,0.9673275021222302,0.5000000000000004,0.9834463988831004,0.7767258642714063,0.9663786445850796,0.0256410256410256,63.87,Moderate Potential,299,Optimize,Moderate Potential (GPI 63.9) is best improved through operational and commercial optimization.
25352,King Burgers Bistro,Burgers,Ghost Kitchen,North Shore,1394.62,0.516001941682771,0.7,0.0110782865583456,0.7555017625938109,43097.82,11350.45,0.9261447562776958,0.08,0.5350926617233321,3.3188708588104525,1.6104294886845614,2.053074964751238,-2.1637480644458327,-0.2608180551757393,1.321415262636692,0.8595013347437849,1.475727922781925,0.3956442526692721,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.5973726252750161,1.0,0.5000000000000004,0.9365710941043528,0.7135562324964343,0.9316836423502608,0.0512820512820512,70.99,High Potential,162,Scale Aggressively,High Potential (GPI 71.0) with strong cost discipline and revenue quality supports accelerated expansion.
25255,Urban Burgers Diner,Burgers,Cafe,North Shore,1556.33,0.419528269916773,0.7,0.0105890138980807,1.3364778922043197,56889.149999999994,13234.71,0.8001323626737261,0.25,2.72142475983682,1.9961870509800632,1.3273300087910556,1.6536800115139,0.9977554748115496,-0.967598193246602,-1.0654058090590397,0.2749574375137098,-0.1298436695942625,0.3982078756423071,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.7154748537050729,0.8921624102242074,0.5000000000000004,0.9757687112427796,0.892172912714714,0.4347260117706658,0.4871794871794871,75.44,High Potential,95,Scale Aggressively,High Potential (GPI 75.4) with strong cost discipline and revenue quality supports accelerated expansion.
26270,Top Burgers Diner,Burgers,Ghost Kitchen,CBD,1368.18,0.43068009314593,0.7,0.0130246020260492,1.3838283727027345,59356.899999999994,11861.53,0.9616497829232996,0.04,1.1371100365737334,4.096671328980165,0.9111527909366606,2.850834523683441,-1.6737067603785585,0.8785640686067903,-1.0178297526675193,-2.0648408303453505,0.907483992842503,-0.6468273487881901,1,0,-1,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.5780626078383042,0.9226597622208272,0.5000000000000004,0.780643868388658,0.9067304568242066,1.0,0.0,71.35,High Potential,159,Scale Aggressively,High Potential (GPI 71.3) with strong cost discipline and revenue quality supports accelerated expansion.
25612,Classic Burgers Bistro,Burgers,QSR,South Auckland,1047.9,0.315557829663158,0.7,0.0040080160320641,0.5485762904333537,45399.02,6869.4,0.8066132264529058,0.24,0.149304598485423,0.1438049776588984,1.2831564400976736,-2.651836869846317,1.3033373945693665,1.3030851000152412,-0.8187415607671205,-0.1237679407396633,-0.6290321093745463,-0.4359826042846966,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.3441513981321721,0.6078301491668626,0.5000000000000004,0.497000859406726,0.6499385742035205,0.4602847256058483,0.4615384615384615,50.84,Moderate Potential,667,Optimize,Moderate Potential (GPI 50.8) with margin-quality pressure points to optimization before expansion.
25436,Classic Burgers Tavern,Burgers,Full-service,North Shore,739.54,0.1299518916057429,0.7,0.011142061281337,-0.9418543769263072,30852.46,-907.02,0.6629526462395544,0.51,-1.1044187352087709,-4.107113239736317,1.3920368247108867,-1.2445679429727348,0.8286653979166739,0.4928811433717948,0.9953498931851632,-0.9172900073342956,0.4432777976847337,0.6449175032964375,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.118945763609308,0.1002459174871337,0.5000000000000004,0.9314618423967822,0.1917170323343719,0.0,1.0,30.63,Caution Zone,1270,Stabilize Operations,Caution Zone (GPI 30.6) with weak economic quality indicates stabilization should precede growth actions.
25260,Classic Burgers Cafe,Burgers,Full-service,West Auckland,2133.04,0.1611868113512169,0.7,0.0063383715260848,-0.7533080073485651,66329.34,169.67000000000007,0.6850316918576305,0.46,4.276072137335972,-2.534260059681577,-0.8718658944247828,0.9932483529924137,-0.4009050852444355,-0.4917128963244458,-1.275517284737002,1.5062627445387071,0.5046440372228168,0.7763981217473563,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",1.0,0.1856653437539812,0.5000000000000004,0.6836950891672797,0.2496841757069625,0.0,1.0,53.04,Moderate Potential,598,Optimize,Moderate Potential (GPI 53.0) with margin-quality pressure points to optimization before expansion.
25452,Lucky Burgers Kitchen,Burgers,Cafe,CBD,1294.92,0.3957891470612951,0.7,0.0084097859327217,0.3306169893182136,40443.36,8444.09,0.7522935779816513,0.33,1.1169078773446792,-0.0088194793033858,1.6959585105200294,0.2818194161799852,-0.7227590553368642,-2.7814312194832795,0.30055074754253,0.0440153568194392,-0.0044264476865233,0.6285066196261573,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.524558376468655,0.8272420495856322,0.5000000000000004,0.849644498239952,0.5829286493482904,0.2460632270203253,0.6923076923076923,62.01,Moderate Potential,349,Optimize,Moderate Potential (GPI 62.0) is best improved through operational and commercial optimization.
25319,King Burgers Diner,Burgers,Cafe,West Auckland,830.96,0.320926639782265,0.7,0.0187734668335419,0.2247286326636554,36434.4,5178.099999999999,0.7697121401752189,0.3,-0.4328862147880146,-0.8439363462399859,2.029406275800872,1.083893949447417,1.8420624162016968,0.9367052502126032,-0.3067758345688228,-0.7504614755383133,0.0453069949257981,0.508405028628075,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.1857128511306475,0.6225124561440148,0.5000000000000004,0.3200789932070561,0.5503740816553181,0.3147571637693055,0.6153846153846153,43.45,Caution Zone,893,Optimize,Caution Zone (GPI 43.5) with mixed signals suggests targeted optimization as the immediate priority.
25132,Lucky Burgers Tavern,Burgers,Ghost Kitchen,CBD,888.03,0.440677154157311,0.7,0.020066889632107,0.2346616386697301,32794.32,6522.530000000001,0.9531772575250838,0.05,-1.805651190430493,1.885163471085566,2.1391371679814477,2.9995010490016525,-2.1397150416479276,0.1285813783820193,-0.4174498884827154,-1.1536762779867724,1.3374292612988508,-0.1649104923878496,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.2273929833210089,0.949999138243094,0.5000000000000004,0.2164576471281277,0.5534279085975414,1.0,0.0,50.42,Moderate Potential,679,Rebalance Channels,Moderate Potential (GPI 50.4) and elevated aggregator dependence indicate channel rebalancing is the highest-leverage action.
26489,Classic Burgers Cafe,Burgers,Cafe,West Auckland,1705.6,0.402320858035237,0.7,0.0097560975609756,1.3028843732660311,59843.600000000006,13438.34,0.7146341463414633,0.4,3.552127380616247,0.96758224582025,1.3941784665781436,1.4297255717184,1.7758259034554824,-1.5522262473518955,0.2414776151888227,0.8450585528349361,-0.0241878444369231,1.3927562193315253,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.8244917335378266,0.8451045896043505,0.5000000000000004,0.9575029829644746,0.8818448415190355,0.0975449632081179,0.8717948717948718,77.07,High Potential,72,Scale Aggressively,High Potential (GPI 77.1) with strong cost discipline and revenue quality supports accelerated expansion.
25040,Lucky Burgers Grill,Burgers,QSR,North Shore,1495.56,0.362776274392382,0.7,0.012396694214876,0.880277537961085,60577.44,9365.02,0.7940771349862259,0.26,2.8821571654376537,0.9960676755905566,0.9307009555114516,2.207636533793657,0.9070559207232168,-0.1780062754380347,1.2041784616356694,-0.6251633728627949,-0.4188786857731422,0.0898541294858951,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.6710924876071536,0.7369603819592041,0.5000000000000004,0.8309481097236817,0.7519175930272115,0.4108458876167089,0.5128205128205129,66.98,Moderate Potential,229,Optimize,Moderate Potential (GPI 67.0) is best improved through operational and commercial optimization.
25502,Top Burgers Grill,Burgers,Cafe,West Auckland,934.96,0.402294318708591,0.7,0.0033370411568409,0.2468354469421046,30754.79,7054.5,0.7697441601779755,0.3,-1.16677137074076,-0.2932063999142361,2.0194227073546425,-2.826732349352673,0.0108512879131609,-0.8024016736446077,0.6253996034371302,1.096780633051964,0.2468145495022766,0.8435398439361165,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.2616675339376843,0.8450320114106469,0.5000000000000004,0.4432463409051955,0.5571706531069985,0.3148834417031338,0.6153846153846153,51.17,Moderate Potential,655,Rebalance Channels,Moderate Potential (GPI 51.2) and elevated aggregator dependence indicate channel rebalancing is the highest-leverage action.
25889,Top Burgers Bistro,Burgers,QSR,North Shore,1374.02,0.328206732952967,0.7,0.012743628185907,0.299331817976583,53600.12,6314.43,0.8268365817091454,0.21,1.970023894930753,0.5115482372722255,0.8552396872770431,2.085432060781985,0.315949227810213,0.0989978079600299,0.5769721903489538,-0.352154132015484,-0.8544396538300058,-0.5016012266153795,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.5823277554113147,0.6424216278940292,0.5000000000000004,0.8031538222574162,0.5733102620165278,0.5400399816015066,0.3846153846153846,59.03,Moderate Potential,415,Expand Carefully,"Moderate Potential (GPI 59.0) with meaningful headroom suggests cautious, milestone-based expansion."
25283,Urban Burgers Grill,Burgers,Cafe,South Auckland,599.5500000000001,0.282365289675072,0.7,0.0070052539404553,-0.2305253215191356,24073.36,3054.23,0.7355516637478109,0.36,-2.555133580893006,-1.9694511438524709,2.087577771028164,-2.762509086548224,1.4366883372051111,0.7232957390493391,-0.2878872797114071,0.3102820156796778,-0.0615031087870742,0.2448385792684904,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.0167063785501055,0.5170571378953183,0.5000000000000004,0.7371217440322619,0.4104097254486528,0.180037800543909,0.7692307692307692,38.58,Caution Zone,1045,Stabilize Operations,Caution Zone (GPI 38.6) with weak economic quality indicates stabilization should precede growth actions.
25366,Classic Burgers Tavern,Burgers,Full-service,West Auckland,729.0400000000001,0.156998404697515,0.7,0.0057061340941512,-0.6488556987411513,32238.99,654.89,0.6947218259629102,0.44,-1.3879586551647332,-3.316609999454,1.310118503833413,-2.7792051852557726,1.4354267969421313,1.4043702308867356,-1.613518508665764,-0.7412464012163712,0.8748080610875819,0.8017633663490263,2,1,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.1112772619797515,0.1742111349310721,0.5000000000000004,0.6330439843536613,0.2817972413799003,0.0190163417634111,0.9743589743589745,30.7,Caution Zone,1268,Stabilize Operations,Caution Zone (GPI 30.7) with weak economic quality indicates stabilization should precede growth actions.
25247,Lucky Burgers Kitchen,Burgers,Cafe,South Auckland,1208.55,0.381879038140178,0.7,0.0043440486533449,0.4760159657836029,39974.23,8504.990000000002,0.7358818418766291,0.36,0.558015297518307,-0.1846283222167007,1.748481784441709,-2.148392384940661,0.7670630487077673,-0.9346021792753336,0.7828844329265546,1.5282909022069022,-0.4942170614917625,0.5286661042761998,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.4614794730643879,0.7892014996807984,0.5000000000000004,0.5239217955323117,0.6276304557732713,0.1813399307223292,0.7692307692307692,57.37,Moderate Potential,458,Optimize,Moderate Potential (GPI 57.4) is best improved through operational and commercial optimization.
25004,King Burgers Cafe,Burgers,Ghost Kitchen,South Auckland,1710.45,0.404589687520638,0.7,0.011049723756906,0.484868306296969,56428.56,8587.35,0.9349294045426644,0.07,2.109523085694726,2.955259634411632,0.2949882024561371,2.962540502558825,-1.736836108228216,1.0686829413896213,0.9382705624765412,1.2700743007105737,0.6125377683892733,-0.338799869520264,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.8280338509571933,0.8513092513905665,0.5000000000000004,0.9388593759687518,0.6303520403514866,0.966327837753406,0.0256410256410256,72.18,High Potential,145,Scale Aggressively,High Potential (GPI 72.2) with strong cost discipline and revenue quality supports accelerated expansion.
25853,Classic Burgers Tavern,Burgers,Ghost Kitchen,CBD,1503.81,0.4076000118278899,0.7,0.0032916392363396,0.366709442067034,47605.46,8602.5,0.9526003949967085,0.05,0.5577111810780583,2.8652944017296673,0.4344300132251066,-1.0995822074182695,-4.011510757326681,-0.6512947826719784,0.4465560615799032,-0.1501786065436819,0.902284846688132,-0.4602845832950194,1,0,-1,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.6771177388875195,0.8595417097191927,0.5000000000000004,0.4396090089189861,0.5940249986858291,1.0,0.0,62.9,Moderate Potential,324,Optimize,Moderate Potential (GPI 62.9) is best improved through operational and commercial optimization.
25005,Classic Burgers Bistro,Burgers,Ghost Kitchen,South Auckland,1370.25,0.4341341522289439,0.7,0.0068965517241379,1.0987838429846424,51351.75,11238.51,0.9348659003831418,0.07,0.731131834191211,3.307747057946919,1.0774957633579607,-0.1628320271437753,-1.215407460440706,1.6889587463531963,-0.0996935056789771,0.5936132005783966,1.28034389670015,-0.035699124551309,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.5795743981595596,0.9321057203845454,0.5000000000000004,0.7284131686236115,0.8190956900623443,0.9660773951124424,0.0256410256410256,69.26,Moderate Potential,182,Optimize,Moderate Potential (GPI 69.3) is best improved through operational and commercial optimization.
25077,Lucky Burgers House,Burgers,Cafe,CBD,1624.59,0.421911496394314,0.7,0.0085313833028641,1.763837196530324,65246.16,15067.0,0.7696526508226691,0.3,3.649781742225335,2.046533887702615,1.1477278035073304,0.8847019934042601,0.63716582221891,-2.0957106757401767,0.4669544134139055,-1.3489345797513776,-0.0879924483204313,0.7563820820464856,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.7653274176320761,0.8986799181939538,0.5000000000000004,0.8593861567199105,1.0,0.3145225544039696,0.6153846153846153,77.85,High Potential,62,Scale Aggressively,High Potential (GPI 77.8) with strong cost discipline and revenue quality supports accelerated expansion.
25856,Top Burgers Cafe,Burgers,Cafe,West Auckland,1561.04,0.433873883080669,0.7,0.0053297801465689,1.1561732420055577,51919.59,13176.31,0.7814790139906729,0.28,2.2641092470191433,1.7234575457819965,1.3872693423962608,-0.931477604028378,0.413639679816599,-1.210059983971806,0.084993116851561,1.184967347577183,-0.0289826164075516,0.8752934881849399,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.7189147244360455,0.931393951585337,0.5000000000000004,0.6028927432483859,0.8367396231094907,0.3611624225173851,0.5641025641025642,71.49,High Potential,157,Scale Aggressively,High Potential (GPI 71.5) with strong cost discipline and revenue quality supports accelerated expansion.
25886,Urban Burgers Bistro,Burgers,Ghost Kitchen,South Auckland,1239.0,0.4890823224210179,0.7,0.0144067796610169,0.7716543754926738,42326.600000000006,10178.25,0.9347457627118644,0.07,0.0031725107306077,3.0294505863451997,1.7897536988186715,2.5171670157761623,-1.1763092414450609,1.0576643153706768,1.0406261899653084,1.021792686255942,1.1597248381849152,0.1265192035476101,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.4837181277901021,1.0,0.5000000000000004,0.6699120124058873,0.7185222301438421,0.9656036057433668,0.0256410256410256,65.62,Moderate Potential,262,Expand Carefully,"Moderate Potential (GPI 65.6) with meaningful headroom suggests cautious, milestone-based expansion."
25133,Top Burgers Corner,Burgers,Full-service,South Auckland,2153.55,0.1156115003628659,0.7,0.0058508044856167,-1.3148175991267186,91187.46,-2854.7999999999997,0.6899073622623112,0.45,5.339752486268012,-2.7312224402268033,-1.9252284002390976,0.3412095725071302,0.7936206949130072,1.8122604893648584,-1.5298903223094502,-0.0788236678037549,0.2601233172631977,0.0453696290500354,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",1.0,0.0610286567292868,0.5000000000000004,0.6446341161481923,0.0770523340831529,2.9443691460056085e-05,1.0,46.71,Moderate Potential,796,Optimize,Moderate Potential (GPI 46.7) with margin-quality pressure points to optimization before expansion.
25377,Lucky Burgers Bistro,Burgers,Full-service,South Auckland,1521.45,0.1003859965829179,0.7,0.0027605244996549,-1.1852466676128377,57641.219999999994,-2422.5699999999997,0.6949620427881298,0.44,2.044448693623796,-3.470329973970947,-0.5273108207645267,-2.4277022885518207,0.1110151219912494,1.1921221769859924,-1.1191699379118043,0.6532615993123485,0.1999327796066393,0.1076814736809357,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.6900008216251746,0.0193908421261189,0.5000000000000004,0.397059253341244,0.1168879288008139,0.019963689725562,0.9743589743589745,36.42,Caution Zone,1113,Stabilize Operations,Caution Zone (GPI 36.4) with weak economic quality indicates stabilization should precede growth actions.
25245,Lucky Burgers Cafe,Burgers,QSR,North Shore,1683.02,0.349968225038611,0.7,0.0018359853121175,1.3099920616723757,70621.48,11384.57,0.8200734394124848,0.22,3.2230536971035133,1.9075595448079543,-0.0238584499993882,-2.987542344997941,0.0090398314745485,0.1717952935365178,1.1470828133269548,-0.7547755270908225,-0.5304493612856976,-0.2321458217363902,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.8080008033668373,0.7019336799118868,0.5000000000000004,0.3889009967545277,0.8840300461125846,0.5133680402559274,0.4102564102564102,67.93,Moderate Potential,210,Optimize,Moderate Potential (GPI 67.9) is best improved through operational and commercial optimization.
